Application Date,Process Date,Merchant Number,Merchant Name,Transaction Number,Merchant Transaction Number,Bank Name,Bank Code,Branch Name,Branch Code,Account Type,Account Number,Account Holder (KATAKANA),Account Holder (KANJI),Currency,Amount,Fee,Status,Callback,API Type
2024-10-02 16:42:39,2024-10-02 16:42:44,8840451493,"Kazuha Kadehara",JW2834399584,="gqZREp0w53","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"60,789.00","10.00",completed,Yes,Batch
2024-10-02 16:42:38,2024-10-02 16:42:44,8840451493,"Kazuha Kadehara",JW9978878247,="W0SQzWqutM","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"60,789.00","10.00",completed,Yes,Batch
2024-10-02 16:42:35,2024-10-02 16:42:44,8840451493,"Kazuha Kadehara",JW2179842370,="6Nc6WKEzXp","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"60,789.00","10.00",completed,Yes,Batch
2024-10-02 16:42:35,2024-10-02 16:42:44,8840451493,"Kazuha Kadehara",JW5567529813,="p2wPie6UbD","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"60,789.00","10.00",completed,Yes,Batch
2024-10-02 16:42:35,2024-10-02 16:42:44,8840451493,"Kazuha Kadehara",JW0996190611,="EzNpoOZwaG","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"60,789.00","10.00",completed,Yes,Batch
2024-10-02 16:42:35,2024-10-02 16:42:44,8840451493,"Kazuha Kadehara",JW1515013124,="TGkGa4xBbD","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"60,789.00","10.00",completed,Yes,Batch
2024-10-02 16:42:35,2024-10-02 16:42:44,8840451493,"Kazuha Kadehara",JW9789457723,="OwAjj8Y9SA","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"60,789.00","10.00",completed,Yes,Batch
2024-10-02 16:42:35,2024-10-02 16:42:44,8840451493,"Kazuha Kadehara",JW0221692582,="xuAZBYRXdc","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"60,789.00","10.00",completed,Yes,Batch
2024-10-02 16:42:35,2024-10-02 16:42:44,8840451493,"Kazuha Kadehara",JW9205792172,="XWSyjChtoI","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"60,789.00","10.00",completed,Yes,Batch
2024-10-02 16:42:35,2024-10-02 16:42:44,8840451493,"Kazuha Kadehara",JW3704617424,="FzmitOfq89","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"60,789.00","10.00",completed,Yes,Batch
2024-10-02 16:40:53,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW2854452317,="Lhcr8FKziS","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:53,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW6660233575,="oSWEsWJzZM","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:53,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW4537588490,="oodFYwtKZk","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:53,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW2858537097,="Tc2gJaLOFv","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:53,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW1522098835,="fSgbAiNW4t","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:53,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW5921809470,="T3xKBr3CiE","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:53,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW3471033710,="bJT2Vfpead","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:53,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW8531663970,="i2PNehM8ya","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:52,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW6959337657,="5korhCCrOO","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:52,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW9156665856,="G4TwzxYRYf","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:52,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW6303433781,="7nMeJBS1pP","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:52,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW1085113834,="pzGV6dY3eq","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:52,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW6085950610,="FJSh8tEF4g","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:52,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW3360544753,="djSQorQl7O","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:52,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW2768999903,="xmEVU4kvV3","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:52,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW3311849110,="JEo2A553rU","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:49,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW8644853498,="tk1e29MIOH","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:49,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW5233696559,="DeEBIWEZZm","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:49,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW4216106827,="MLY1fovLAL","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 16:40:49,2024-10-02 16:40:59,8840451493,"Kazuha Kadehara",JW7816913161,="0uW01eMCQ3","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"85,986.00","10.00",completed,Yes,Batch
2024-10-02 14:21:58,2024-10-02 14:22:04,8840451493,"Kazuha Kadehara",JW2540219691,="MY51vpDaxN","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"29,171.00","10.00",completed,Yes,Batch
2024-10-02 14:21:58,2024-10-02 14:22:04,8840451493,"Kazuha Kadehara",JW4898051673,="RcdDFkA0ZC","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"29,171.00","10.00",completed,Yes,Batch
2024-10-02 14:21:58,2024-10-02 14:22:04,8840451493,"Kazuha Kadehara",JW5784799015,="kX2R4ZRPrI","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"29,171.00","10.00",completed,Yes,Batch
2024-10-02 14:21:58,2024-10-02 14:22:04,8840451493,"Kazuha Kadehara",JW4220878325,="dfEaUmBTnG","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"29,171.00","10.00",completed,Yes,Batch
2024-10-02 14:21:58,2024-10-02 14:22:04,8840451493,"Kazuha Kadehara",JW3991053547,="8ZdmqBktb2","みずほ銀行","=""0001""","函館支店","=""735""",普通口座,"=""1134687""","ｶ）ｸﾞﾛｰﾊﾞﾙﾌｨｰﾄﾞ","カ）グローバルフィード",JPY,"29,171.00","10.00",completed,Yes,Batch
